epoch,train_loss,val_rmse,val_mse,val_pearson,val_spearman,val_r2,val_mae,learning_rate
56,0.0011061113219398896,0.03257060279154092,0.0010608442,0.8743549990431075,0.8452154109300061,0.7615981908804909,0.025277486,0.0001
57,0.0010776459818667395,0.032348638210656054,0.0010464344,0.8754423519733231,0.8474744805884961,0.7648364592219021,0.02504248,0.0001
58,0.0010923005874470383,0.033082020664539954,0.0010944201,0.8688502952743146,0.8431742096660354,0.7540527157758057,0.025437718,0.0001
59,0.0010782186623289954,0.03288465524985612,0.0010814006,0.8724244073535659,0.8396089477421234,0.7569785918787644,0.02539104,0.0001
60,0.0011408663277770335,0.03261273555011221,0.0010635905,0.8727516134786497,0.8437188615928503,0.7609809847940935,0.025044229,0.0001
61,0.0011481079668766274,0.03294698178770978,0.0010855036,0.8713564879245244,0.8404889395069015,0.7560564795092142,0.02567617,0.0001
62,0.0010741353762214845,0.03274610435019695,0.0010723074,0.87403832755732,0.8449458738866888,0.7590220852333825,0.025335196,0.0001
63,0.001064864024089382,0.032613940277184936,0.0010636691,0.8733404729736942,0.8423872049399976,0.7609633483978477,0.025223473,0.0001
64,0.0010821460349680154,0.03282594142932116,0.0010775424,0.8717962778650867,0.8451276161396074,0.757845621411259,0.025460673,0.0001
65,0.0010877843554485181,0.03314708615854182,0.0010987293,0.8691008791721467,0.8401900509590994,0.7530842997901652,0.025688872,0.0001
66,0.0011318812625190366,0.032845386135442876,0.0010788194,0.8733408219862401,0.8438078706227389,0.7575586501674494,0.025506085,0.0001
67,0.0010590656214238454,0.03239548008029562,0.0010494671,0.8769394115382368,0.8478551622215479,0.7641549341835813,0.02509575,0.0001
68,0.0010466220870233365,0.03239649884046587,0.0010495331,0.875636896590685,0.8492201066099961,0.76414009152126,0.025012158,1e-05
69,0.0010142635226639445,0.03220716167004831,0.0010373013,0.8771626745644532,0.8470219403015307,0.7668889368615158,0.02493266,1e-05
70,0.0010052926855676166,0.03194881449773748,0.0010207267,0.8789133259934577,0.849284790536515,0.7706136895089326,0.024725273,1e-05
71,0.0010044305580934406,0.03206148094805818,0.0010279386,0.8782368308380336,0.8490083783891743,0.7689930100524046,0.02484598,1e-05
72,0.001002482989170745,0.03209971983507333,0.001030392,0.8775533695528037,0.8464911248084466,0.7684416323390695,0.024842821,1e-05
73,0.0009964370086461695,0.03214669807497941,0.0010334102,0.8773205761524949,0.845303276609078,0.7677633658273866,0.024892,1e-05
74,0.0009977162779941067,0.03216766987275535,0.001034759,0.8775507955694675,0.8456277930425248,0.7674602441630174,0.02492413,1e-05
75,0.0009917325048889839,0.032160125148479685,0.0010342736,0.8772939462472468,0.8453326773394876,0.7675693228250511,0.024881493,1e-05
76,0.0009912762583013616,0.03216800824900034,0.0010347808,0.8769336810145495,0.8459609699328331,0.7674553661138241,0.02487353,1e-05
77,0.000989512512854067,0.03204448879942326,0.0010268493,0.8782732734812684,0.8472193806421442,0.7692377956271801,0.02478447,1e-05
78,0.0009883638843695731,0.031865561632959595,0.001015414,0.8795577589410309,0.8489616177464302,0.771807615767697,0.024636766,1e-05
79,0.000985807401919511,0.03200780429146317,0.0010244995,0.8784021589228203,0.846924970704316,0.7697658459303607,0.024767596,1e-05
80,0.000984486937551213,0.03191371081460787,0.0010184849,0.8791144990562196,0.8487080589869671,0.7711174939502556,0.02468778,1e-05
81,0.0009842527138183704,0.03184966935016274,0.0010144014,0.8798849713973488,0.8498226260123796,0.772035185685513,0.024638629,1e-05
82,0.0009847659944248479,0.0319752466728849,0.0010224164,0.8796769809966801,0.8498143846262103,0.7702339843834669,0.024794187,1e-05
83,0.0009871583284386445,0.032079487480172475,0.0010290935,0.878170381757402,0.846810797273903,0.7687334518023994,0.024879612,1e-05
84,0.000982486494474675,0.03199776070529748,0.0010238567,0.8788785526471586,0.8479364042703393,0.7699102961425451,0.024819717,1e-05
85,0.00098120485567839,0.032022787421268996,0.0010254589,0.878680420838996,0.8484320198982622,0.769550232797771,0.02481905,1e-05
86,0.0009802661064577146,0.03202136231667028,0.0010253676,0.8791878518397163,0.8484747569140324,0.7695707727194955,0.024862457,1e-05
87,0.000983484014809254,0.032082156472546385,0.0010292648,0.8778743297124639,0.8472297810544679,0.7686949764273193,0.024848761,1e-05
88,0.000979828554726208,0.03229773133443263,0.0010431434,0.8764841507412554,0.8465707854334086,0.7655760171869854,0.025086312,1e-05
89,0.0009794501737728852,0.03203962030601903,0.0010265373,0.8790227549824214,0.8484206417215391,0.7693079054371694,0.024897214,1e-05
90,0.0009803220088969817,0.03207351183353276,0.0010287102,0.8788332264513782,0.8479108190613003,0.7688195998002236,0.02491945,1e-05
91,0.0009744524680431524,0.032079948355355666,0.0010291231,0.8786098966200484,0.8472163945406722,0.7687267946631702,0.024873065,1e-05
92,0.0009747852795500163,0.03211309948549475,0.0010312512,0.8779984466500427,0.8471772784066056,0.7682485840091278,0.024899945,1.0000000000000002e-06
93,0.0009693211857161491,0.03204725152210188,0.0010270263,0.8785196661417339,0.8474967608523277,0.7691980073888613,0.024847083,1.0000000000000002e-06
94,0.0009747347696752281,0.03198938985441507,0.0010233211,0.8789621522698637,0.8482698695938883,0.7700306862874251,0.024800753,1.0000000000000002e-06
95,0.000968903732268534,0.03200212446870586,0.001024136,0.8789737496238976,0.8480691174009539,0.7698475623416843,0.024814945,1.0000000000000002e-06
96,0.0009691819862021845,0.03203871919028974,0.0010264795,0.8785306929539628,0.8476536522957802,0.7693209052257451,0.024836984,1.0000000000000002e-06
