epoch,train_loss,val_cross_entropy_loss,val_accuracy,val_macro_f1,val_auc,learning_rate
1,0.6539325515429179,0.5170741677284241,0.8536585365853658,0.8462500000000001,0.9282296650717703,0.001
2,0.5513594448566437,0.3606314957141876,0.8292682926829268,0.8292682926829269,0.9641148325358853,0.001
3,0.5032134056091309,0.29803940653800964,0.8780487804878049,0.8768768768768769,0.952153110047847,0.001
4,0.49122140804926556,0.2950477600097656,0.8780487804878049,0.8732220160791588,0.9665071770334928,0.001
5,0.4713936944802602,0.25521931052207947,0.926829268292683,0.9252279635258358,0.9569377990430621,0.001
6,0.44739123185475665,0.2650633156299591,0.8780487804878049,0.8732220160791588,0.9712918660287081,0.001
7,0.45733830829461414,0.22516188025474548,0.9024390243902439,0.8995098039215685,0.9736842105263158,0.001
8,0.4530569314956665,0.2680565118789673,0.8780487804878049,0.8732220160791588,0.9641148325358853,0.001
9,0.4520203173160553,0.24563303589820862,0.8780487804878049,0.8732220160791588,0.9712918660287082,0.001
10,0.4521433512369792,0.2581652104854584,0.8780487804878049,0.8732220160791588,0.9665071770334928,0.001
11,0.4258771985769272,0.26382285356521606,0.8780487804878049,0.8732220160791588,0.9617224880382775,0.001
12,0.4295380761226018,0.22611580789089203,0.8780487804878049,0.8732220160791588,0.9736842105263158,0.001
13,0.42585289975007373,0.21568924188613892,0.8780487804878049,0.8732220160791588,0.9832535885167464,0.001
14,0.435025875767072,0.2264469712972641,0.8780487804878049,0.8732220160791588,0.9784688995215312,0.001
15,0.4272423634926478,0.2579711675643921,0.8780487804878049,0.8732220160791588,0.9760765550239234,0.001
16,0.4359331826368968,0.21848855912685394,0.926829268292683,0.9252279635258358,0.9712918660287082,0.001
17,0.42193037768205005,0.24278417229652405,0.8780487804878049,0.8732220160791588,0.9808612440191387,0.001
18,0.4160642276207606,0.23140767216682434,0.926829268292683,0.9252279635258358,0.9617224880382775,0.001
19,0.42947200934092206,0.2134040743112564,0.926829268292683,0.9252279635258358,0.9832535885167464,0.001
20,0.42584018409252167,0.2623102366924286,0.8780487804878049,0.8732220160791588,0.9736842105263158,0.001
21,0.4190508524576823,0.2457405924797058,0.9024390243902439,0.9009661835748792,0.9641148325358853,0.001
22,0.3926296879847844,0.2440890520811081,0.8780487804878049,0.8732220160791588,0.9760765550239234,0.001
23,0.4023689428965251,0.22608056664466858,0.9024390243902439,0.8995098039215685,0.9665071770334928,0.001
24,0.4000919411579768,0.21778236329555511,0.9024390243902439,0.8995098039215685,0.9712918660287082,0.001
25,0.39559581379095715,0.24318793416023254,0.8780487804878049,0.8732220160791588,0.9808612440191387,0.001
26,0.404475137591362,0.2068648487329483,0.9024390243902439,0.8995098039215685,0.9808612440191387,0.001
27,0.3929765224456787,0.19949477910995483,0.926829268292683,0.9252279635258358,0.9736842105263158,0.001
28,0.4027867366870244,0.26690754294395447,0.9024390243902439,0.8995098039215685,0.9665071770334928,0.001
29,0.4054757207632065,0.22770537436008453,0.926829268292683,0.9261261261261261,0.9593301435406698,0.001
30,0.39847718675931293,0.2546292841434479,0.9024390243902439,0.8995098039215685,0.9808612440191387,0.001
31,0.39965564509232837,0.2251618355512619,0.9512195121951219,0.9504830917874396,0.9784688995215312,0.001
32,0.379316508769989,0.20176778733730316,0.926829268292683,0.9261261261261261,0.9760765550239234,0.001
33,0.40159594515959424,0.24137720465660095,0.926829268292683,0.9252279635258358,0.9832535885167464,0.001
34,0.38475089768568677,0.19231745600700378,0.926829268292683,0.9252279635258358,0.9832535885167464,0.001
35,0.39040371278921765,0.1994280219078064,0.9024390243902439,0.9009661835748792,0.9760765550239234,0.001
36,0.366381307442983,0.1985751986503601,0.926829268292683,0.9252279635258358,0.985645933014354,0.001
37,0.3692483901977539,0.24942870438098907,0.9512195121951219,0.9504830917874396,0.9665071770334928,0.001
38,0.37887932856877643,0.23746106028556824,0.926829268292683,0.9261261261261261,0.9688995215311005,0.001
39,0.3756828010082245,0.21693652868270874,0.926829268292683,0.9261261261261261,0.9736842105263158,0.001
40,0.37724876900513965,0.25566160678863525,0.926829268292683,0.9252279635258358,0.9760765550239234,0.001
41,0.3957846909761429,0.18004482984542847,0.926829268292683,0.926654740608229,0.9904306220095693,0.001
42,0.4180864046017329,0.2625521719455719,0.926829268292683,0.9252279635258358,0.9665071770334929,0.001
43,0.4006303995847702,0.27145275473594666,0.926829268292683,0.9252279635258358,0.9593301435406698,0.001
44,0.38863592346509296,0.2552853524684906,0.9512195121951219,0.9504830917874396,0.9617224880382774,0.001
45,0.4012959947188695,0.2661956250667572,0.9024390243902439,0.9009661835748792,0.9617224880382775,0.001
46,0.39079830547173816,0.2350788116455078,0.926829268292683,0.9261261261261261,0.9665071770334928,0.001
47,0.39731834332148236,0.20162765681743622,0.9024390243902439,0.8995098039215685,0.9952153110047847,0.001
48,0.379007284839948,0.27967342734336853,0.8780487804878049,0.877757901013715,0.952153110047847,0.001
49,0.38853231569131214,0.19987259805202484,0.9512195121951219,0.950956937799043,0.9808612440191387,0.001
50,0.3609749625126521,0.21216395497322083,0.9512195121951219,0.9504830917874396,0.9856459330143541,0.001
51,0.3615666578213374,0.17576776444911957,0.9512195121951219,0.9504830917874396,0.9904306220095693,0.001
52,0.3643705944220225,0.18846462666988373,0.9024390243902439,0.9019138755980861,0.9832535885167464,0.001
53,0.3786436965068181,0.21818919479846954,0.9512195121951219,0.9504830917874396,0.9760765550239234,0.001
54,0.37167365849018097,0.21275466680526733,0.9512195121951219,0.9504830917874396,0.9904306220095693,0.001
55,0.3433768351872762,0.14504458010196686,0.926829268292683,0.926654740608229,0.9904306220095693,0.001
56,0.3527565002441406,0.1563963145017624,0.9512195121951219,0.950956937799043,0.9952153110047847,0.001
57,0.3477187107006709,0.1820344626903534,0.926829268292683,0.9261261261261261,0.9880382775119617,0.001
58,0.3573462665081024,0.18542177975177765,0.926829268292683,0.9252279635258358,0.9904306220095693,0.001
59,0.3438354780276616,0.2184666246175766,0.9024390243902439,0.9019138755980861,0.9760765550239234,0.001
60,0.34137344857056934,0.15829017758369446,0.926829268292683,0.9261261261261261,0.9952153110047848,0.001
61,0.3615620781977971,0.21025978028774261,0.9512195121951219,0.9504830917874396,0.992822966507177,0.001
62,0.36981349686781567,0.14948511123657227,0.926829268292683,0.9261261261261261,0.9952153110047848,0.001
63,0.35812512536843616,0.1451391875743866,0.9512195121951219,0.9511904761904761,0.9904306220095693,0.001
64,0.33736570676167804,0.16901805996894836,0.9512195121951219,0.9504830917874396,0.9904306220095693,0.001
65,0.36425501108169556,0.16803738474845886,0.9512195121951219,0.950956937799043,0.992822966507177,0.001
66,0.32609081268310547,0.18526405096054077,0.926829268292683,0.9261261261261261,0.9808612440191387,0.0001
67,0.3250901773571968,0.17398446798324585,0.9024390243902439,0.9019138755980861,0.9856459330143541,0.0001
68,0.3151647945245107,0.17214269936084747,0.926829268292683,0.9261261261261261,0.9880382775119617,0.0001
69,0.3056980197628339,0.1674218624830246,0.926829268292683,0.9261261261261261,0.9904306220095693,0.0001
70,0.3076733350753784,0.15910442173480988,0.926829268292683,0.9261261261261261,0.9904306220095693,0.0001
71,0.32079560309648514,0.1588093489408493,0.926829268292683,0.9261261261261261,0.9904306220095693,0.0001
72,0.2990289330482483,0.15653474628925323,0.926829268292683,0.9261261261261261,0.9904306220095693,0.0001
73,0.29087262352307636,0.14702558517456055,0.926829268292683,0.9261261261261261,0.9904306220095693,0.0001
74,0.3017010639111201,0.13713039457798004,0.9512195121951219,0.950956937799043,0.992822966507177,0.0001
75,0.30592488249142963,0.13312357664108276,0.9512195121951219,0.950956937799043,0.9952153110047847,0.0001
76,0.29212598999341327,0.1319660097360611,0.9512195121951219,0.950956937799043,0.9952153110047847,0.0001
77,0.30146578699350357,0.13235388696193695,0.9512195121951219,0.950956937799043,0.9952153110047847,0.0001
78,0.29210394124190014,0.13321126997470856,0.9512195121951219,0.950956937799043,0.9904306220095693,0.0001
79,0.29780912895997363,0.12946057319641113,0.9512195121951219,0.950956937799043,0.992822966507177,0.0001
80,0.28674452503522235,0.1254936307668686,0.9512195121951219,0.950956937799043,0.992822966507177,0.0001
81,0.29633692155281705,0.12694726884365082,0.9512195121951219,0.950956937799043,0.992822966507177,0.0001
82,0.29095439861218136,0.1269116997718811,0.9512195121951219,0.950956937799043,0.992822966507177,0.0001
83,0.29325319329897565,0.1252744495868683,0.9512195121951219,0.950956937799043,0.992822966507177,0.0001
84,0.2872477372487386,0.1256767213344574,0.9512195121951219,0.950956937799043,0.992822966507177,0.0001
85,0.3142922967672348,0.1258573979139328,0.9512195121951219,0.950956937799043,0.992822966507177,0.0001
86,0.2933676814039548,0.12335588783025742,0.9512195121951219,0.950956937799043,0.992822966507177,0.0001
87,0.2999705175558726,0.11782904714345932,0.9512195121951219,0.950956937799043,0.992822966507177,0.0001
88,0.26984815547863644,0.11131516098976135,0.9512195121951219,0.950956937799043,0.992822966507177,0.0001
