drug_name,test_sample_count,test_mae,test_rmse,test_mse,test_pearson,test_spearman,test_r2,test_original_mae,test_original_rmse
SL0101,32,0.01960594393312931,0.022447374465463597,0.0005038846203927472,0.6379026638218428,0.6125366568914955,-0.7146925392649774,0.8235297862987834,0.9458988690189445
SN-38,23,0.030987174614616062,0.03986090399851278,0.0015888916675786523,0.6811255741736835,0.5741106719367589,0.2657647698326947,1.3001176077915249,1.6880537778419122
SNX-2112,25,0.028890621662139893,0.03578472434782897,0.0012805464966501034,0.7075209964415409,0.6415384615384615,0.4778780351902713,1.1641874067972886,1.442084219768194
STF-62247,27,0.0172949300871955,0.021730960899334083,0.00047223466160838676,0.6104922941289112,0.6855921855921856,0.28546804511908186,0.7177513258324564,0.8973862856012487
Salubrinal,11,0.02169910344210538,0.02525022860823048,0.0006375740447679009,0.48976260004091626,0.46363636363636374,0.16860957880949357,0.8912443651557347,1.0342127612486642
Saracatinib,3,0.008464197317759195,0.008769826335279444,7.690985395096088e-05,-0.5396926622349649,-0.5,-0.6240380079291439,0.3444281412540051,0.35700958626394547
Seliciclib,8,0.016591399908065796,0.01876891085803375,0.00035227201479681725,0.7767399531356546,0.2380952380952381,0.49217707922793585,0.6896515343215404,0.7836429448773199
Selisistat,21,0.02686571791058495,0.02864038493172391,0.000820271649037318,0.37906205162185796,0.43506493506493504,-2.463437499229904,1.144738784027823,1.2219125038025702
Selumetinib,49,0.026262558236414074,0.033336551272506225,0.0011113256507444364,0.6229468058099534,0.5041836734693877,0.36329153223620736,1.0665431028825276,1.3518441865816433
Sepantronium bromide,27,0.050207135853944,0.061687983197187456,0.0038054072709364823,0.14198666172515503,-0.014041514041514042,-1.1406901918612742,2.082859309827185,2.555385952912037
Serdemetan,34,0.012837104937609504,0.015932414502035006,0.0002538418318646553,0.35930162464574356,0.32528647822765466,0.10192840506788325,0.5243453555992057,0.6506448753930758
Shikonin,34,0.025457481251043433,0.033551116508873095,0.0011256774189919766,0.6204950293414373,0.4741023682200152,0.3808588662723057,1.0267558654538746,1.3572821423551766
Sorafenib,11,0.020593350583856754,0.028303401947197306,0.0008010825617846122,0.1960734631789674,0.3454545454545455,-0.5301232283091963,0.8318033154001082,1.1422734564856933
Sunitinib,8,0.01966942846775055,0.022054312171490422,0.00048639268535755065,0.9199111973099207,0.880952380952381,0.6606812085184461,0.8047062308195186,0.9032915814228846
T0901317,24,0.02222932626803716,0.02484803321127401,0.0006174247544685763,0.696142537781072,0.6791304347826086,-1.3285918493686335,0.9332378950915278,1.0443942163559634
TAK-715,27,0.01916421342779089,0.024279917227088606,0.0005895143805542741,0.6050399677234534,0.5842490842490842,-0.06804432829049278,0.8041458949940671,1.0210919900514135
TGX221,9,0.023135456773969863,0.027467665184312696,0.0007544726306775039,-0.18890132648094937,-0.31666666666666665,-0.09287020777974542,0.954017796904918,1.130193099768746
TPCA-1,38,0.01884864898104417,0.02348724340325866,0.0005516506026839174,0.838613306067608,0.8249261407156144,0.6348677454937655,0.7811032903044651,0.9767950087991201
TW 37,29,0.023154406711972993,0.031465805104012166,0.0009900968908436781,0.6409276473260604,0.4778325123152708,0.3103773204361333,0.9312100046916008,1.2674317563887214
Talazoparib,31,0.030871700855993455,0.03835244927803952,0.0014709103656245942,0.3672687912673319,0.37322310906477923,0.007470108746610582,1.2636559479750904,1.571032899983115
Tamoxifen,29,0.012874734812769396,0.01551927865306263,0.00024084800991140543,0.6330917789710092,0.650246305418719,0.1820241734808341,0.5316086901202752,0.6412457943449559
Tanespimycin,26,0.03441843046591832,0.04242383628361163,0.0017997818850186826,0.5604695197995995,0.5015384615384615,0.22406362670681657,1.3867040841484068,1.712821316592333
Temozolomide,36,0.030473392870691087,0.032610537558667226,0.0010634471598652457,0.42338477538367436,0.4229086229086229,-2.109034754090019,1.3016242338314072,1.3954599722177816
Temsirolimus,26,0.024039012881425712,0.03059073882868087,0.0009357933020845635,0.6432124064291024,0.5938461538461539,0.3729266715126034,0.9700709875703437,1.2356382526312235
Thapsigargin,24,0.03022848069667816,0.04135308510067439,0.0017100776473436181,0.6057026210079193,0.5252173913043477,0.08758554996365409,1.2467825964800079,1.705804764398117
Tipifarnib,31,0.023964181061713927,0.03254308730355331,0.001059052531246693,0.4540493662216403,0.48896058318859514,0.01735457962773712,0.9680597130281862,1.31565835132539
Tivozanib,34,0.014339868636692272,0.019211976689138623,0.0003691000483040059,0.6118300121141309,0.3708174178762414,0.3150196636872812,0.5758613734880174,0.7737499789171792
Tozasertib,13,0.018954180754148044,0.024004149284356013,0.0005761991828656494,0.8352376773147018,0.8186813186813187,0.6305273921563446,0.7683734960960513,0.9750771869234488
Trametinib,21,0.041572462944757374,0.04939932911033579,0.002440293716551269,0.702953193065999,0.6233766233766234,0.43065493449207215,1.6922200047088813,2.019222285163178
Tretinoin,21,0.024857044219970703,0.02770957584373974,0.0007678205934399649,0.6179498618185326,0.612987012987013,-0.4151252002188517,1.0355350964970913,1.1566679398529491
Tubastatin A,23,0.017939010392064633,0.02131191811308501,0.00045419785365884087,0.8459057645296109,0.8389328063241107,0.43316727158084767,0.7527722866221099,0.8985202066139997
UNC0638,64,0.023340548388659954,0.028790867116294454,0.0008289140293081254,0.6431636492279654,0.661212845585607,0.3081202094937169,0.971752583577198,1.2091578132595135
UNC1215,25,0.010323338508605957,0.014253076355604839,0.0002031501855987017,0.45856199711526613,0.46897967593696044,0.02773033989828455,0.4186663382959462,0.5773563265147158
VNLG/124,31,0.013047066427046252,0.016167543077259067,0.00026138944915502757,0.6540092096698933,0.6475806451612904,0.21122386132305826,0.5399623386132425,0.6688084912296954
VX-11e,23,0.02362800033196159,0.029704559162697045,0.000882360835050169,0.6583722046652413,0.632411067193676,0.4323117478390138,0.964527085122816,1.2086335765310114
VX-702,23,0.01621960557025412,0.02005923547701276,0.00040237292792224736,0.7516198910032864,0.6017786561264823,0.3764923003818098,0.663920016369725,0.8191029749038151
Veliparib,21,0.015746681463150752,0.01844946128042982,0.0003403826215380791,0.7068100374382907,0.7463462556672491,0.20666797054658215,0.6538763139317729,0.7671034909133952
Vinblastine,21,0.02963296714283171,0.03307815631675938,0.0010941644253159683,0.38380006888457285,0.37142857142857144,-0.026559715596964795,1.2337816318035348,1.3772628801657207
Vinorelbine,33,0.025397966305414837,0.02958799738828302,0.000875449589449043,0.6023666459351721,0.6567513368983958,0.2753791421199753,1.0499484365209966,1.2207360474339948
Vismodegib,31,0.01927683045787196,0.021760513347417104,0.00047351994114311796,0.5537198455460006,0.6012096774193549,-0.24859623708090628,0.8072763686894675,0.9128708526669619
Vorinostat,18,0.01688817474577162,0.019624658922939915,0.00038512723784172524,0.556257276738556,0.541795665634675,0.08421610439316529,0.6782668200553373,0.7888787613868553
WH-4-023,9,0.03516242570347256,0.039161152355247815,0.0015335958537909316,0.581878442529796,0.8166666666666667,-0.09768417010903718,1.4270376926729536,1.587082117924149
WHI-P97,30,0.02037022908528646,0.026553248095570275,0.0007050749844249064,0.5767294504897129,0.6449388209121245,0.175679895730942,0.8489088036299793,1.1045012158215664
WIKI4,32,0.01680061500519514,0.020279698682351757,0.00041126617864697956,0.7767554588091308,0.75,0.5590786228169877,0.6753850191833288,0.815606399663113
WZ-1-84,14,0.02383833272116525,0.029073080016106877,0.000845243981622953,0.5993823769101249,0.6754679554946561,0.21787657191651022,0.9830164647805127,1.1938214329335697
WZ3105,19,0.02307436654442235,0.029505966776115135,0.0008706020753932103,0.6556059767031258,0.7175438596491229,0.27592107731889504,0.9265343110366238,1.185951017736481
XAV939,26,0.017161873670724723,0.021325683112163166,0.0004547847602004013,0.328147660265194,0.20150534994037833,0.08381403876159443,0.7032434822173715,0.8704795880886901
XMD11-85h,10,0.015439534187316894,0.018043940602432203,0.0003255837924641014,0.40832655074478463,0.5030303030303029,0.05113853726911077,0.6389031062491848,0.7469491119876819
XMD13-2,36,0.018786882360776264,0.02284182457677015,0.0005217489499959408,0.7863109977412727,0.813951993448138,0.5444773937003597,0.77650742311804,0.9418868689185382
XMD14-99,31,0.01970990434769661,0.022555842767011523,0.0005087660429301461,0.6292565178111215,0.5395161290322582,-0.33519070877887214,0.8274713011715289,0.9483807042812984
XMD8-85,4,0.014386892318725586,0.01721405548144971,0.00029632370611842873,0.9413739057066107,1.0,0.6463925096946734,0.589761000567314,0.707369748739098
XMD8-92,16,0.025253284722566605,0.02825038129113588,0.0007980840430945602,0.6157402822182343,0.3941176470588235,0.22651798606791995,1.042887638821511,1.1712204175424132
Y-39983,31,0.02538707467817491,0.03271921479186126,0.0010705470165959527,0.8269658023381503,0.8887096774193549,0.4019493569123128,1.0628155788050928,1.3603259788026105
YK-4-279,20,0.021035221219062806,0.026405343975612706,0.0006972421904704263,0.4951974896491029,0.48872180451127817,0.10554086755444947,0.8503799643798496,1.067470216886632
YM201636,21,0.014486730098724365,0.018895480473931046,0.00035703918234070945,0.7752690763967953,0.7545454545454545,0.5788657197176817,0.5909864238407538,0.7721564779062687
Z-LLNle-CHO,11,0.021739035844802856,0.027193929363427845,0.0007395097942231033,0.6672693182439567,0.5636363636363637,0.171052458482561,0.8764363740517936,1.0961789205572474
ZG-10,15,0.022623727718989056,0.030156254813619526,0.0009093997043839508,0.47326706861304385,0.4142857142857142,0.20105442997477563,0.916242285924716,1.2249920021734917
ZM447439,26,0.016424690301601704,0.022179762033754345,0.0004919418438739707,0.855199564472543,0.8345299145299144,0.5272560633082513,0.6775897255621952,0.9207186621748844
ZSTK474,29,0.02068008225539635,0.02608156316429056,0.0006802479370928782,0.6215277513023312,0.6137931034482758,0.322782837322532,0.8315664915727958,1.048300323218836
Zibotentan,29,0.026024197709971462,0.02770987518776973,0.0007678371829217765,0.710095741807022,0.7044334975369457,-3.5397301410810096,1.106825374202548,1.1808878142092614
